1 5998470 60020 21 5 13 12740.26 0.08 0.07 N O 1998-04-21 1998-03-22 1998-04-27 COLLECT COD AIR ccording to the slyly pe 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4641990 187502 21 4 42 66759.00 0.03 0.05 N O 1997-10-16 1997-11-22 1997-10-28 DELIVER IN PERSON AIR bold foxes ca 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4619207 45012 21 2 38 36366.38 0.06 0.02 N O 1996-02-18 1996-01-26 1996-02-20 NONE SHIP ual realms sleep slyly ac 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4613152 27518 21 2 7 10118.57 0.02 0.01 R F 1993-04-20 1993-04-23 1993-04-22 COLLECT COD MAIL arefully eve 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4607458 154990 21 1 6 12269.94 0.09 0.07 N O 1997-07-31 1997-09-02 1997-08-03 TAKE BACK RETURN REG AIR ly final waters affix instru 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4597637 40020 21 2 30 28800.60 0.02 0.00 N O 1998-08-20 1998-07-27 1998-08-26 TAKE BACK RETURN RAIL uickly. fluffily even theodolit 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4587234 132481 21 2 47 71133.56 0.09 0.02 A F 1993-07-08 1993-07-09 1993-08-01 DELIVER IN PERSON FOB ions. final, f 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4576962 194982 21 5 29 60232.42 0.01 0.06 A F 1993-10-02 1993-08-25 1993-10-06 DELIVER IN PERSON MAIL ross the quickly 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4569862 92493 21 4 42 62390.58 0.05 0.01 A F 1993-11-24 1994-01-18 1993-12-15 COLLECT COD SHIP en packages. unusual, even f 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4554567 164988 21 4 50 102649.00 0.01 0.03 A F 1994-08-12 1994-11-05 1994-08-17 COLLECT COD REG AIR  foxes. careful 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4544486 90020 21 3 45 45450.90 0.02 0.00 N O 1997-02-13 1997-02-15 1997-03-11 NONE AIR ymptotes: carefully silent p 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4533797 127508 21 1 5 7677.50 0.09 0.06 N O 1995-07-07 1995-07-24 1995-07-26 NONE MAIL latelets doze  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4530592 5020 21 6 12 11100.24 0.09 0.02 N O 1997-05-20 1997-04-13 1997-06-02 TAKE BACK RETURN MAIL gular packages  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4501090 112487 21 2 11 16494.28 0.07 0.01 R F 1992-09-13 1992-07-18 1992-09-21 TAKE BACK RETURN FOB riously even accounts impress fu 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4478785 107510 21 5 23 34902.73 0.04 0.01 R F 1993-01-05 1993-03-13 1993-01-31 NONE TRUCK ly about the quickly ironi 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4472930 85004 21 3 24 23736.00 0.04 0.01 N O 1996-02-05 1996-01-31 1996-02-25 TAKE BACK RETURN AIR ns. furiously even ideas are 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4454272 152475 21 2 22 33604.34 0.10 0.08 N O 1995-11-07 1995-10-05 1995-11-08 DELIVER IN PERSON SHIP after the ironic instru 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4451139 82496 21 7 6 8870.94 0.00 0.01 A F 1992-12-10 1992-12-14 1992-12-27 DELIVER IN PERSON MAIL ng instructio 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4438689 152475 21 5 10 15274.70 0.05 0.03 A F 1995-03-31 1995-02-12 1995-04-24 NONE SHIP thinly express, bold packages.  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4424898 190020 21 5 23 25530.46 0.02 0.05 R F 1995-03-08 1995-01-12 1995-03-28 NONE TRUCK arefully slyly unusual d 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4406406 110020 21 1 1 1030.02 0.09 0.07 N O 1995-11-27 1995-11-04 1995-12-22 DELIVER IN PERSON FOB final requests are care 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4390853 162472 21 4 14 21482.58 0.08 0.07 R F 1994-09-03 1994-10-15 1994-10-01 TAKE BACK RETURN FOB blithely even warthogs. blithely iron 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4363269 144992 21 1 5 10184.95 0.03 0.06 N O 1998-01-22 1998-02-20 1998-02-02 NONE REG AIR eposits against the reg 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4353251 22514 21 3 45 64642.95 0.04 0.04 A F 1995-05-07 1995-03-04 1995-05-11 NONE TRUCK ructions. slyly ev 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4346183 112487 21 7 7 10496.36 0.03 0.08 A F 1994-02-23 1994-02-20 1994-03-04 DELIVER IN PERSON FOB of the ironic, quick excuses s 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4343041 150020 21 5 42 44940.84 0.08 0.07 N O 1997-07-15 1997-09-06 1997-08-10 DELIVER IN PERSON REG AIR ons are furiously among the quickly re 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4335651 17519 21 4 32 45968.32 0.01 0.08 A F 1994-02-03 1994-02-28 1994-02-22 TAKE BACK RETURN REG AIR t, ironic foxes u 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4331140 7520 21 5 33 47108.16 0.00 0.00 A F 1993-12-03 1994-01-06 1993-12-29 NONE SHIP express asymptotes cajole blithely sl 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4321830 72499 21 4 13 19129.37 0.06 0.00 R F 1992-02-23 1992-04-23 1992-03-14 DELIVER IN PERSON AIR ng the furiously bold platelets w 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4289892 154990 21 6 28 57259.72 0.09 0.03 R F 1994-10-22 1994-10-21 1994-10-23 NONE SHIP cingly regular acc 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4281283 102490 21 3 47 70147.03 0.06 0.08 R F 1995-02-28 1995-04-04 1995-03-09 TAKE BACK RETURN MAIL ons doze blithely blithely blithe acco 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4259779 142478 21 5 39 59298.33 0.05 0.08 N O 1996-04-09 1996-03-09 1996-04-22 TAKE BACK RETURN FOB ld dependencies boos 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4236517 182466 21 5 10 15484.60 0.07 0.04 N O 1997-01-10 1997-01-18 1997-01-15 COLLECT COD AIR uriously along the requests. carefully  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4215110 67514 21 1 21 31111.71 0.09 0.07 N O 1996-02-06 1995-11-22 1996-02-08 TAKE BACK RETURN TRUCK ng packages boost quickly iron 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4195558 134994 21 2 13 26376.87 0.09 0.01 A F 1992-08-07 1992-10-17 1992-08-08 NONE TRUCK ggle. asymptotes promise slyly. doggedly re 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4189219 32511 21 4 16 23096.16 0.07 0.00 N O 1998-08-23 1998-09-10 1998-09-05 NONE FOB n packages against the even w 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4186500 7520 21 3 5 7137.60 0.00 0.01 N O 1995-08-17 1995-07-26 1995-09-12 DELIVER IN PERSON TRUCK  deposits boost  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4185958 190020 21 1 40 44400.80 0.00 0.02 A F 1993-03-08 1993-03-07 1993-04-05 DELIVER IN PERSON RAIL oxes sleep a 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4170243 90020 21 3 11 11110.22 0.06 0.03 N O 1997-12-16 1997-12-26 1998-01-05 NONE TRUCK  beans. slyly careful requests ac 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4161636 37517 21 1 31 45089.81 0.00 0.05 A F 1993-09-26 1993-09-29 1993-10-22 TAKE BACK RETURN AIR sits. ironic deposits boost slyly accordin 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4152737 112487 21 4 32 47983.36 0.07 0.06 R F 1993-01-15 1992-12-16 1993-01-16 COLLECT COD AIR ges. bold, regular accounts are s 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4144708 142478 21 4 29 44093.63 0.01 0.05 R F 1995-01-08 1995-01-05 1995-02-06 TAKE BACK RETURN SHIP y blithely ironic de 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4136101 177503 21 2 44 69542.00 0.08 0.08 N O 1997-04-06 1997-05-14 1997-04-18 TAKE BACK RETURN REG AIR ic platelets along the careful 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4117440 134994 21 2 6 12173.94 0.03 0.02 A F 1993-03-05 1993-03-31 1993-03-14 DELIVER IN PERSON MAIL beans nag fluffily against t 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4051586 132481 21 2 18 27242.64 0.10 0.08 A F 1992-10-12 1992-11-09 1992-10-29 NONE SHIP nusual deposits cajole carefully carefully 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4047457 182466 21 4 19 29420.74 0.03 0.00 A F 1995-02-03 1995-03-18 1995-02-18 DELIVER IN PERSON MAIL s packages haggle fluffily expre 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4042243 15018 21 6 8 7464.08 0.07 0.00 R F 1995-05-11 1995-04-17 1995-06-07 DELIVER IN PERSON REG AIR ular packages need to snooze arou 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4036708 52505 21 1 46 67045.00 0.07 0.07 N O 1998-01-11 1997-12-12 1998-01-14 TAKE BACK RETURN FOB lithely even foxes. carefully regular dug 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4035110 142478 21 2 4 6081.88 0.02 0.08 N O 1997-11-08 1997-12-14 1997-11-12 DELIVER IN PERSON RAIL dependencies: carefully silent w 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4014821 107510 21 3 46 69805.46 0.02 0.08 R F 1993-06-07 1993-05-28 1993-06-25 DELIVER IN PERSON TRUCK  blithely pinto beans-- p 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 4008512 65008 21 1 47 45731.00 0.06 0.07 A F 1993-01-11 1993-03-08 1993-01-27 NONE TRUCK l theodolites. fu 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3990022 62502 21 2 19 27825.50 0.04 0.02 N O 1996-07-03 1996-07-31 1996-07-24 DELIVER IN PERSON FOB ickly. regular,  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3984486 95002 21 1 16 15952.00 0.03 0.00 R F 1995-02-06 1995-02-16 1995-02-13 COLLECT COD FOB cording to the package 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3957670 10020 21 5 11 10230.22 0.07 0.07 N O 1998-03-25 1998-03-21 1998-04-22 TAKE BACK RETURN AIR hins. unusual requests haggle. even theodol 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3952231 35014 21 1 30 28470.30 0.05 0.02 A F 1992-07-11 1992-09-13 1992-08-01 DELIVER IN PERSON TRUCK he even, ironic realms? un 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3932896 87512 21 5 50 74975.50 0.00 0.01 R F 1993-11-10 1993-12-17 1993-11-14 COLLECT COD SHIP  haggle slyly about the furiously dogged 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3915558 130020 21 5 42 44100.84 0.08 0.02 N O 1997-03-13 1997-06-02 1997-04-10 COLLECT COD FOB s could have to nag  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3909410 95002 21 4 47 46859.00 0.06 0.02 N O 1998-07-07 1998-08-03 1998-07-15 COLLECT COD TRUCK he bold accounts. slyly  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3894855 152475 21 2 22 33604.34 0.06 0.00 A F 1992-04-22 1992-05-30 1992-05-10 TAKE BACK RETURN REG AIR haggle bold pinto beans. finally unusual 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3881251 190020 21 1 7 7770.14 0.03 0.08 R F 1994-07-11 1994-06-11 1994-08-05 DELIVER IN PERSON AIR nts wake across  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3879425 100020 21 7 35 35700.70 0.07 0.06 A F 1992-12-05 1992-10-29 1993-01-03 DELIVER IN PERSON RAIL ites. furiously pending packages alon 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3872070 30020 21 1 8 7600.16 0.02 0.05 N O 1998-08-23 1998-06-05 1998-08-24 NONE REG AIR uses haggle slyly. sile 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3862919 92493 21 7 8 11883.92 0.00 0.03 N O 1995-12-18 1995-10-26 1995-12-29 COLLECT COD MAIL cajole care 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3862464 60020 21 4 48 47040.96 0.04 0.01 N O 1998-06-15 1998-06-10 1998-06-20 DELIVER IN PERSON SHIP round the quickly even accounts. slyly 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3862275 57515 21 1 16 23560.16 0.08 0.04 A F 1994-04-23 1994-04-26 1994-05-21 DELIVER IN PERSON FOB jole blithely abo 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3862150 132481 21 2 20 30269.60 0.04 0.03 A F 1993-06-19 1993-04-26 1993-07-07 NONE RAIL kly. slyly silent packages affix  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3840674 67514 21 3 46 68149.46 0.01 0.07 R F 1993-10-24 1993-11-11 1993-11-01 DELIVER IN PERSON REG AIR al platelets. express, ironic deposits are  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3820388 52505 21 1 22 32065.00 0.01 0.01 A F 1994-12-07 1994-12-19 1995-01-01 COLLECT COD RAIL s for the b 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3817350 7520 21 5 47 67093.44 0.02 0.00 A F 1994-06-05 1994-06-14 1994-06-20 COLLECT COD FOB  dazzle carefu 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3815906 82496 21 2 49 72446.01 0.02 0.07 A F 1995-05-15 1995-04-05 1995-05-23 COLLECT COD AIR uternes solve carefully. even requ 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3814534 97511 21 5 20 30170.20 0.04 0.07 N O 1997-09-12 1997-11-30 1997-10-07 NONE TRUCK he quickly ironic sheaves. iron 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3800644 177503 21 3 32 50576.00 0.10 0.00 R F 1993-03-22 1993-01-20 1993-04-11 COLLECT COD FOB nto beans could have to  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3791234 127508 21 3 20 30710.00 0.10 0.07 A F 1995-02-18 1995-03-03 1995-02-21 DELIVER IN PERSON RAIL packages affix.  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3778080 80020 21 1 2 2000.04 0.03 0.02 N O 1998-07-29 1998-08-16 1998-08-04 COLLECT COD SHIP  after the special instructio 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3769250 10020 21 2 7 6510.14 0.07 0.00 A F 1994-08-21 1994-07-19 1994-08-29 NONE TRUCK furiously accor 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3757184 137507 21 3 40 61780.00 0.04 0.03 N O 1998-05-21 1998-03-29 1998-06-08 TAKE BACK RETURN AIR es. slyly express f 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3754082 30020 21 3 30 28500.60 0.08 0.06 N O 1997-02-07 1997-02-03 1997-02-25 DELIVER IN PERSON AIR l courts accordin 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3737441 154990 21 4 48 98159.52 0.04 0.02 N O 1996-11-19 1996-12-20 1996-12-05 DELIVER IN PERSON FOB y across the pla 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3726118 120020 21 1 24 24960.48 0.08 0.00 N O 1997-02-13 1996-12-25 1997-03-11 DELIVER IN PERSON TRUCK  carefully reg 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3717827 52505 21 6 40 58300.00 0.06 0.04 N O 1995-12-17 1995-12-30 1996-01-12 DELIVER IN PERSON MAIL packages haggle a 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3708899 187502 21 3 30 47685.00 0.09 0.07 R F 1994-11-23 1994-09-14 1994-12-16 DELIVER IN PERSON REG AIR y special dolphins. blithely 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3696677 107510 21 4 7 10622.57 0.01 0.04 N O 1997-09-20 1997-09-14 1997-10-02 DELIVER IN PERSON SHIP ckages across the carefully final ac 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3679232 67514 21 3 24 35556.24 0.01 0.00 N O 1998-10-12 1998-08-29 1998-11-07 TAKE BACK RETURN TRUCK row about the regularly silent pinto beans 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3674500 137507 21 2 48 74136.00 0.03 0.06 N O 1996-03-23 1996-05-19 1996-03-26 NONE MAIL r deposits wake. final,  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3673955 180020 21 4 24 26400.48 0.01 0.03 N O 1996-10-13 1996-10-18 1996-10-15 NONE AIR s print except the blithely ironic 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3670371 55010 21 3 39 37635.39 0.04 0.05 N O 1996-02-15 1996-01-16 1996-03-11 COLLECT COD RAIL ly carefully express deposits. express 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3656678 140020 21 2 42 44520.84 0.09 0.07 R F 1994-09-06 1994-08-02 1994-09-12 TAKE BACK RETURN TRUCK its integrate furiously quickly unusual d 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3643616 142478 21 1 11 16725.17 0.02 0.01 N O 1996-05-13 1996-05-16 1996-06-12 NONE FOB c patterns across the pending  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3634913 52505 21 5 21 30607.50 0.10 0.02 N O 1995-07-23 1995-07-18 1995-07-28 COLLECT COD MAIL accounts. fin 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3612679 72499 21 5 37 54445.13 0.10 0.01 A F 1994-12-01 1995-02-02 1994-12-30 DELIVER IN PERSON REG AIR  pinto beans al 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3603303 150020 21 4 28 29960.56 0.10 0.02 A F 1993-09-28 1993-09-25 1993-10-13 COLLECT COD TRUCK ven, pending asymptotes haggle furiously  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3583457 25016 21 3 4 3764.04 0.03 0.05 A F 1994-06-25 1994-05-23 1994-07-02 TAKE BACK RETURN TRUCK s. regular accounts 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3572615 132481 21 3 38 57512.24 0.06 0.03 N O 1998-01-20 1997-11-20 1998-02-02 DELIVER IN PERSON SHIP ironic, special foxes nag carefully carefu 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3566723 75006 21 3 24 23544.00 0.02 0.06 N O 1997-07-03 1997-05-19 1997-07-17 COLLECT COD REG AIR olites integrate pending req 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3551362 52505 21 1 5 7287.50 0.08 0.04 N O 1998-05-03 1998-05-31 1998-05-11 TAKE BACK RETURN RAIL ges. furiously pending accounts hag 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3518500 37517 21 4 31 45089.81 0.00 0.00 N O 1996-07-20 1996-08-14 1996-08-13 TAKE BACK RETURN MAIL eas. furiously express co 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3500962 97511 21 1 8 12068.08 0.05 0.06 N O 1995-07-19 1995-06-25 1995-08-16 DELIVER IN PERSON RAIL ronic instructions. ideas sleep. quick 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3492002 124996 21 3 23 46482.77 0.03 0.03 N O 1995-06-18 1995-05-09 1995-06-27 NONE TRUCK sly ironic accounts. 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3473575 167504 21 6 15 23572.50 0.01 0.04 R F 1992-06-02 1992-06-09 1992-06-06 DELIVER IN PERSON MAIL the final courts. 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3460290 150020 21 2 38 40660.76 0.08 0.03 A F 1993-06-20 1993-06-21 1993-06-28 TAKE BACK RETURN TRUCK ove the regular, f 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3456228 172469 21 4 26 40077.96 0.08 0.02 N O 1996-06-21 1996-04-02 1996-06-29 NONE RAIL  thrash carefully regular 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3451875 167504 21 7 34 53431.00 0.06 0.06 R F 1993-06-15 1993-06-10 1993-06-27 NONE SHIP ly busy requests: slyly even  1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3446849 134994 21 2 33 66956.67 0.01 0.06 N O 1996-09-24 1996-09-11 1996-10-24 COLLECT COD AIR ously iron 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3444387 150020 21 1 47 50290.94 0.10 0.02 R F 1992-10-23 1992-11-27 1992-11-13 COLLECT COD TRUCK ndencies cajol 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3434373 194982 21 3 41 85156.18 0.00 0.07 R F 1995-03-28 1995-05-04 1995-03-31 DELIVER IN PERSON AIR st alongside of the final instructi 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
1 3412353 107510 21 1 20 30350.20 0.02 0.01 N O 1998-06-26 1998-07-30 1998-07-07 DELIVER IN PERSON FOB  eat furiously. b 1 21 VIETNAM 2 hely enticingly express accounts. even, final  
